Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Antigen processing and presentation_Homo sapiens_hsa04612	23/77	0.00000000000000000000000000000001418503095706357245872729426463031322911552155285300654149746928001205505388192807379212079244013011702918447554111480712890625	0.000000000000000000000000000001730573776761755900176773289241881730206099161436650564011446567168007784260123048392099320835768594406545162200927734375	0.0000000000000000000000000003065005425039734010441088977533237640763559468911305728909920906454490371374765889100899585173465311527252197265625	0.00000000000000000000000003739306618548475600357850612736500968673974548737351871594220641990889524020058587439052644185721874237060546875	-1.793539941557478	131.52588122643886	HLA-DRB5;HSPA1L;TAP2;HLA-B;TAP1;HLA-C;HLA-A;TNF;HLA-G;HLA-E;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA2;HSPA1B;HLA-DQA1;HLA-DRB1;HSPA1A;HLA-DPA1;HLA-DQB1
Type I diabetes mellitus_Homo sapiens_hsa04940	19/43	0.0000000000000000000000000000005811964224993121535213414607450416360624973714092061082354875106668560456497376297269052969340918934904038906097412109375	0.000000000000000000000000000035452981772458041715126445186651807530744735478440605422430223619807161723901066385788993784444755874574184417724609375	0.0000000000000000000000000624073135103466425091045242459806333073348972865742480125966275091215808290545652425862499512732028961181640625	0.0000000000000000000000038068461241311450438226947222690998466539230324381208119456185159749928015315845186705701053142547607421875	-1.8496195579177364	128.77091922992176	HLA-DRB5;HLA-B;HLA-C;HLA-A;TNF;HLA-G;HLA-E;HLA-DMA;HLA-DMB;LTA;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Allograft rejection_Homo sapiens_hsa05330	18/38	0.0000000000000000000000000000044014096380219456507996467268251524142925522057062309781982372160752090648892960456084466613901895470917224884033203125	0.0000000000000000000000000001789906586128924620710461575234911485428154561917179182344427476264549223337711747472411616399767808616161346435546875	0.00000000000000000000000053183229414036050641006448287122623475021244260720084143132004570776738550108575509511865675449371337890625	0.00000000000000000000002162784662837466034911463254878663605302186074472498467265169086459764002938754856586456298828125	-1.7580736471909202	118.83809212541225	HLA-DRB5;HLA-B;HLA-C;HLA-A;TNF;HLA-G;HLA-E;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Graft-versus-host disease_Homo sapiens_hsa05332	18/41	0.00000000000000000000000000002606914224876481456504639692490512007560942013363195239028362633560808374832105938079251927774748764932155609130859375	0.00000000000000000000000000079510883858732687225988439270594758078067897987409717350888944076636198946515798890999349168851040303707122802734375	0.0000000000000000000000015944637903705527804169402331454416433852768359957901904743195436835179190637745705316774547100067138671875	0.0000000000000000000000486311456063018601700586617429008163634811113798233751277997325736246470029300326132215559482574462890625	-1.715662337267147	112.91940571597054	HLA-DRB5;HLA-B;HLA-C;HLA-A;TNF;HLA-G;HLA-E;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Autoimmune thyroid disease_Homo sapiens_hsa05320	17/53	0.0000000000000000000000006804188360832662978367177116409517434218896551541757909719585051115144092026554289986961521208286285400390625	0.00000000000000000000001660221960043169674886095058412710693891868788088245350388332129652757540583252193755470216274261474609375	0.00000000000000000000295358062483679309332065088625967336818676220856381707037009720639986198875703848898410797119140625	0.00000000000000000007206736724601774846775834351968000978379146260000820130124654649961257746326737105846405029296875	-1.7310060412197312	96.3254471779315	HLA-DRB5;HLA-B;HLA-C;HLA-A;HLA-G;HLA-E;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Viral myocarditis_Homo sapiens_hsa05416	17/59	0.0000000000000000000000056576807890919313677495234821058455192178037966390992936502869173516494516462671526824124157428741455078125	0.00000000000000000000011503950937820260423267898771484229473060856527702716942533384299196530520248415996320545673370361328125	0.0000000000000000000138396365551006842830463476041685660901061520810751290992517137379280711684259586036205291748046875	0.000000000000000000281405943287047240066989479039630129565572176640980109514622586885934651945717632770538330078125	-1.7258360149844123	92.38232467703877	HLA-DRB5;HLA-B;HLA-C;HLA-A;HLA-G;HLA-E;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Herpes simplex infection_Homo sapiens_hsa05168	22/185	0.000000000000000000001100684786145075164694374442314759811655235616055511786346397806735097901764675043523311614990234375	0.0000000000000000000167854429887123972019846909031300935027315729226430969967150119703802602089126594364643096923828125	0.000000000000000000321025899062231397114713331449685962859654577811909892219588424921994374017231166362762451171875	0.00000000000000000489564496069902901062943489575152032080738871128015345102202360294540994800627231597900390625	-1.6104860849061962	77.71940829627471	HLA-DRB5;TAP2;HLA-B;TAP1;HLA-C;HLA-A;TNF;HLA-G;HLA-E;HLA-DMA;HLA-DMB;CSNK2B;LTA;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Phagosome_Homo sapiens_hsa04145	21/154	0.0000000000000000000005176835541334577152201731817016004491994577747281935649163731039124058952438645064830780029296875	0.00000000000000000000902248480061169225296563361788275505746887877860900253478189381173280025905114598572254180908203125	0.0000000000000000001908947600667493139650919345140918995445648948253703739048880994033652314101345837116241455078125	0.000000000000000003327022961163345371963418353157630365317432630503017947087851524656798574142158031463623046875	-1.5625561321925514	76.58506068225337	HLA-DRB5;ATP6V1G2;TUBB;TAP2;HLA-B;TAP1;HLA-C;HLA-A;HLA-G;HLA-E;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Staphylococcus aureus infection_Homo sapiens_hsa05150	14/56	0.000000000000000000603307351483991087308283179722621031487770469709723368534337595292527112178504467010498046875	0.000000000000000007360349688104692266644625873978620173259329874620830735931775734570692293345928192138671875	0.00000000000000026951893229645291682893541705124736882127588753245428510041392655693925917148590087890625	0.00000000000000328813097401672537823702446750961897904081744116455698900836068787612020969390869140625	-1.4657157182996423	61.48950088073835	HLA-DRB5;C2;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA2;CFB;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Toxoplasmosis_Homo sapiens_hsa05145	16/118	0.000000000000000059450669590416429030839416566696832770420923512839916913463866876554675400257110595703125	0.0000000000000005579216684639079542300064516296534362741293380967555481930730820749886333942413330078125	0.000000000000008254664156878699019997534294530882093246146845311184137017335160635411739349365234375	0.00000000000007746684824147702181501098498590883361714955201993149103145697154104709625244140625	-1.5966613262240523	59.65347818475088	HLA-DRB5;HSPA1L;TNF;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA2;HSPA1B;HLA-DQA1;HLA-DRB1;HSPA1A;HLA-DPA1;HLA-DQB1
